,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
164,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,23810561532.285843,24818595393.28315,26868450259.318695,29559954296.369312,32796053519.91764,37041383287.5451,42465895767.03782,50670955869.16705,67263577202.268036,102537620193.71481,119311352648.64516,147273268494.05975,170439112811.20584,183192593439.0239,228496791098.87982,273628597468.49103,267035473642.84305,306278910030.59106,344206010239.055,364417114036.52966,397322228082.2775,446508813443.3027,390483593666.7817,358477809926.1939,360488214016.1804,507139807872.78705,262770938785.44873,289371637240.76874,297115312194.6211,318544655265.2233,371194030846.82196,427896468010.3885,452410538638.5895,461255140911.5206,501592716549.25476,532013694132.3997,537954639517.41724,523457403293.93066,571741701363.9207,679294294233.7682,802026607192.5941,929931228587.2982,1139887382226.5227,1407365033003.4944,1372557462068.6763,1579524587809.9534,1565628375271.213,1699939010902.0657,1571815091867.6506,1547656462442.8318,1385866266853.226,1403896677724.4255,1384689900925.7424,1320216563622.835,1343535630261.1113,1195745981528.3965,
165,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.3599336,1159869245.92513,1284685050.524129,1707710053.1493838,2073234417.6806555,2257174480.7859716,2721903148.914816,3680711743.772242,4545674527.610957,4159330369.5470963,4143033275.884927,4544516982.182628,4087725812.668637,4464260488.58205,4587928884.171421,4052913385.8267717,4374128318.58407,4844592066.711742,5504166666.666667,5542674317.062248,4769860740.740742,
166,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099100.0,2552401933.3333335,2725736633.3333335,2098734599.9999998,2186505475.0,2896178866.6666665,3020611600.0,3204461566.6666665,3576966800.0,2560785660.0,2379018326.3157897,1317611863.8497653,768401634.1545731,925817092.217484,1452165005.238403,1345719472.358831,1180934202.8380105,1124440248.9782991,1057408588.6826869,1136896123.6129804,1267997934.312504,1396555719.9740865,1595297355.7834878,1992066808.0959773,2523471532.0108323,3414055566.1138024,4234999823.308392,5623216448.868515,4583850367.88972,7189481824.072877,10409797649.306314,12292770631.19669,12582122604.19213,12226514722.086063,11619892396.076717,11181350461.472317,11480847745.318712,13178094459.454763,14206359006.809505,13312981594.573015,
167,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,729000000.0,746000000.0,772000000.0,832000000.0,910000000.0,1230000000.0,1560000000.0,1302000000.0,1182000000.0,,
168,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633406064.830951,2639953230.549154,2729550591.089773,2796549978.4718313,2899922841.660849,3856799844.160904,4648832184.067362,5263877520.0848875,5976408043.772652,5656473652.411474,5398568543.634923,5677003239.2938595,6303391143.833859,7631120533.361676,8542070109.709033,9176889070.42298,10450843291.293056,12556195188.596167,11914471497.14917,11104648673.001553,14381552432.949402,16350804543.051493,16974320551.02129,17716084107.58882,15950969018.945787,11936999283.179132,13219084261.366407,14845870050.70925,15384701797.986256,14019446610.196314,
169,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,,159213140.00328618,164271590.8355656,168186331.27126187,224495789.2654755,255340526.74530232,266533659.16221625,282615367.4648804,311396000.3210843,295062138.0678377,309405316.0589555,335569088.7178325,391669449.25347,493237544.3529343,613010958.1459898,703378653.3500285,775046377.5917524,799029666.591345,804629876.770723,951900945.2002833,1047924649.1177939,1105495368.3814619,1108776010.2557466,1165170625.6595893,1074373735.452911,1009723326.3175235,1186628778.5123618,1344665270.688653,1414951854.056441,1450647019.2050908,1506914407.8233078,2133688270.3243601,2164292208.1652822,1847350611.7245831,1944876755.0070808,2091731420.68923,2132081881.9139786,2072001066.821202,2032345831.8300474,1985924386.9144783,1779523344.341064,1746064718.7916865,1777058592.9881246,2051147606.736874,2362501023.2424912,2936019525.60241,3919577285.927029,4346206808.540259,5206444406.661545,4714592492.929725,5628882266.377666,6764635686.793447,6728208836.221428,7223063169.727486,6592537781.815179,6166857628.622117,6398744505.081292,6799075418.994414,7354430040.1196575,7889662452.167846,7913680231.182796,
170,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,704033525.4059718,823634464.9100237,1015365145.2955399,1211141231.11555,1131788191.507359,1142393554.523583,1078408829.6160035,1090276947.2587175,1040557089.3386376,1076121094.3823862,1462900255.450603,1880852914.2271435,2134517067.6529467,2181930254.823014,2653480001.345578,2856890680.6028504,3224267547.8050785,3263368410.018132,3558137040.37772,4040345933.292305,4421943910.49749,4187367601.734315,4169664285.386805,4343710332.8065815,4663313620.017067,4613630622.775007,4841310239.636873,5816553826.855187,6578844486.062876,6488750452.600674,7028803365.7015085,8150138757.15741,9990370016.307709,9128843109.155876,10003670690.349657,11518393367.2403,11668685524.126455,12129642296.442507,12803445933.589361,11692287066.381035,12232463655.57272,13259351418.445887,14181951058.512897,14045808843.220995,10920606197.692831,
171,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162956740.8651827,174576508.4698306,183116337.67324653,190816183.67632645,194736105.27789444,229455410.89178213,260394792.1041579,269814968.2408175,245169806.79227167,265810632.425297,290531621.26485056,365386929.83511853,406062874.25149703,444281703.8935677,548621017.5939134,613220652.9289188,670317634.1730559,806290840.6246538,949034016.830627,1058269065.9811482,1237655461.1501045,1237685691.9468334,1180104216.011369,1223186840.3132448,1208008985.4252157,1131347798.2665348,1183654827.7900167,1183094127.767465,1379924257.2131338,1590215582.5330675,1880771556.3047383,2203545856.668926,1799517081.5641217,2070636935.5864449,1181802596.03498,1397457932.3069675,2281034131.364928,2663234933.8976665,1750584265.2875352,1775921718.1053393,1743506531.3265195,1716502862.2954044,3495748397.6302533,3208837077.2506866,3476094498.8751664,3655909664.142301,3998020176.6736393,4432937045.798968,5321012192.336185,6191127665.196303,6959655570.890982,8004000737.307167,6028487928.8335085,5518880768.579554,6047813437.318044,6373212640.846044,5433040159.887466,8943543677.188993,9880675785.93057,11025357837.606987,12182348212.707338,
172,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916241996.6026394,1901868548.2817197,2001502678.6880963,2510126747.6806483,2674441395.531164,2956356984.189207,3143538481.6411867,3188945511.5640926,3330393309.813145,3664575983.274533,3864170913.367307,4244340333.5189857,5043268548.730316,7662996766.668032,9496074114.079184,9298800799.467022,11050125904.941769,13139397879.169544,16358376511.226254,21213672089.197586,24488033442.050625,25004557093.876133,26804401815.534813,30346788437.513462,33943505717.69927,31200161095.44905,27734562640.427677,32181695507.22337,35271880250.496414,38848567631.42351,44024178343.00714,49143148094.26826,59167550162.955986,66894837030.418396,74478356957.78082,88705342902.71132,100855393910.48573,100005323301.8667,72167498980.8398,79148421052.63158,93789736842.10527,92783947368.42105,100845526315.78947,110202368421.05264,124749473684.21053,143534102611.49692,162691238209.47604,193547824063.29996,230813897715.6904,202257625195.0631,255016609232.87076,297951960784.3137,314443149443.1494,323277158906.97894,338061963396.3763,301354803994.36694,301255380276.25775,319112136545.4376,358791603677.72797,365276282438.14124,337006066373.2604,
173,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,583846188346.7238,604324202050.6443,647421597617.8829,683726355213.5159,735285089547.3372,798329518629.6802,876222557410.4375,927523758485.753,1014479810519.8958,1099213311661.6904,1161385395320.1265,1264333061774.6091,1392428220486.9182,1556967358814.119,1705964297341.5134,1859083029689.3433,2080373864908.7224,2293885157028.679,2570707667537.4775,2870922302612.2593,3131774126516.0674,3513994963656.9897,3658081025119.136,3975475111781.889,4393971258071.621,4704774999482.751,4958242427343.982,5287828242049.448,5745207451214.254,6208137243275.243,6558665950908.468,6770092083643.188,7114394589252.918,7437550121856.439,7867242439537.611,8245811373433.404,8704363777972.134,9235474283855.557,9699948950000.002,10312400831271.12,11000599098931.59,11324483674355.373,11701005616098.008,12357971049634.79,13244904088278.248,14214616964778.678,15140020223590.975,15927446063783.262,16272813774721.65,15830214167157.291,16616030620486.258,17342220425174.518,18031752018521.594,18637912373834.984,19339327561439.94,19801463926217.14,20279970339907.426,21199387143244.098,22344414455783.027,23182723855482.316,22605296107568.367,
174,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2422096074.584579,2249854740.001846,2118741468.8432305,2297400687.5745716,1951229617.583861,1608219310.315215,1809073861.7512865,2300105497.125722,2495059627.4407434,2535113565.4883175,2789944497.9582653,2996885561.1487346,3429538534.3618517,3251230620.9260335,3666501464.4587135,3978497753.025833,3989208661.87519,4154955685.7638893,3873098656.006367,3868541599.1488667,3922247989.8556156,3557333364.30795,3349184760.0254254,4926471294.301162,6609198832.763132,7248394160.35502,8001779551.063232,8839526451.57632,8607475308.118328,8938868165.391655,11431334447.430527,12523402328.767124,13042007432.448925,12043276397.165157,12435416060.279076,11335179562.02113,10721994676.65615,12895153160.46599,13682062249.223585,12496781719.7752,10619194505.354334,
175,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594492.3057763,164206536.2827211,180036767.4707596,215507162.3557396,263108841.0782045,358815683.71657604,413985777.670322,506808996.9606575,542293400.026544,637403479.7290095,816652167.2851343,798313524.6831107,837620127.3414155,846004692.2594621,1047225724.4524969,1182463958.6966,972564156.9667394,904599871.5344701,823857894.2884376,796066192.8979897,854820894.0977702,1201321509.298952,1488093104.5298805,2072775508.2805843,2185082943.580208,2529440424.3346214,2653780677.01073,2923883289.637104,2822243775.1098957,3038728391.4587817,3628440524.392779,3606968436.3675838,3291131295.151838,3556304834.447735,3647802046.4237494,3420032041.9586687,3297734885.869563,3740056751.2799616,4915353825.413772,5895008984.92881,6238629461.545265,6979155408.873489,8819917186.649508,9067619728.700306,8704438060.518572,9364350064.990026,10351448025.306154,9659151908.658815,10151382876.81569,10635035550.01014,8738203041.548193,8724568970.678913,9173669999.598597,9846920284.01006,9438127994.094564,,
176,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449526872.56548613,485785234.94037557,531736492.9091778,586294761.4935163,582816358.347155,673383604.2387831,702296184.3613439,665586975.0883025,641214210.6689686,625867922.6775135,649916708.2424184,693573595.3209748,742779740.3935125,946385033.0119181,1026136974.4753634,1048690933.2102733,1064517574.5604215,1291457973.1251707,1774365275.1822577,2109278101.9887025,2508524186.433522,2170893038.9005322,2017611927.403705,1803099731.5425675,1461243212.428142,1440581533.7563968,1904097020.2933302,2233005822.5853357,2280356338.228668,2179567107.5015917,3512356353.0797963,3285796979.7973747,3386232592.0183396,3052673622.858386,1938058161.2511566,2302537682.1802897,2405687081.127955,2290318800.334573,2643363406.9766374,2537790022.7353487,2241753120.2126703,2448714680.562214,2782192986.9577227,3394084884.6709785,3760443965.7297597,4383315656.990955,4756361479.9887295,5731485267.334916,7297600896.860987,7352131669.294105,7851191899.340796,8772951261.818071,9426913349.22319,10224897934.721954,10862944203.559116,9683867893.683432,10398862244.973722,11185102399.576204,12808660528.061659,12916455161.108088,13741378450.136036,
177,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196092258.1548367,4467200335.993279,4909302953.940921,5165489010.219795,5552822483.550328,5874422511.549769,6366792664.146717,5203135937.281254,5200895982.0803585,6634187316.2536745,12545849083.01834,9181769911.504425,12274416017.797552,15162871287.128712,24846641318.124207,27778934624.69734,36308883248.730965,36035407725.321884,36527862208.71327,47259911894.273125,64201788122.60536,164475209515.1901,142769363313.3755,97094911790.69481,73484359521.09967,73745821156.29956,54805852581.15158,52676041930.57912,49648470439.79629,44003061108.33569,54035795388.091545,49118433047.53184,47794925814.755806,27752204320.088303,33833042987.758224,44062465800.170555,51075815092.5,54457835193.49273,54604050168.181816,59372613485.6576,69448756932.58327,74030364472.05058,95385819320.5737,104911947834.12164,136385979322.43694,176134087150.3409,236103982431.63516,275625684968.61487,339476215683.5922,295008767295.03827,361456622215.72125,404993594133.58203,455501524575.4981,508692961937.49243,546676374567.72064,486803295097.8898,404650006428.61285,375746469538.66595,397190484464.3077,448120428858.7692,432293776262.39795,
178,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,223854666.66666663,240524723.42857143,265291588.66666666,292916241.14285713,341973758.8571428,566542872.3571428,606671444.0,657171436.7142857,695899980.4285715,747971449.5714287,776585681.0714287,826571413.4285715,880842890.0714287,1093571441.5000002,1520900045.142857,1590428522.6428573,1847871371.7142859,2239857060.571429,2142128603.7857146,1527852635.631579,2189347367.5263157,2448290109.6499996,2465165179.6956525,2743341724.083333,3105517091.413793,2683816288.7906976,2885710608.8807945,3851213727.678571,2630904261.8324676,1013184745.7071515,1009455483.8709677,1488804123.7113404,1792800000.0,1756454248.366013,3863185119.0476193,4140470000.0,4308351902.786011,4389965590.965379,4635267224.841949,4855717874.682472,5107329007.092198,5323146565.70315,5224213017.5438595,5322454925.847458,5795568204.645324,6321335612.222335,6763418645.81377,7423421958.424805,8496946608.23151,8298679908.552324,8758592272.105785,9774262741.757826,10532006608.144665,10982979274.192244,11880434070.78112,12756706583.311321,13286083644.87614,13785876629.318922,13025239912.27514,12611218627.063225,12621505382.606188,
179,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172.082758,13493833739.99494,14647057370.141788,15891241386.290953,18699380731.346462,21000586933.204056,22867203317.402157,25087562181.321754,27817605743.25027,34035946604.18154,38164716625.06848,44579122807.01754,54706557264.48778,71840909664.19676,87243413394.54054,100249523353.0847,109168720620.10335,127016990212.80417,155859695457.32327,179669405690.43173,195152092662.38086,164134217080.27905,158479527935.95773,153445465987.18246,143912664148.35165,143845822717.62207,200862095700.66562,245046310922.54132,261910508417.88382,258336705808.99927,318330511920.6099,327500327675.6247,362962872180.4511,353550169672.5202,379130260322.0729,452301674444.1394,450490196078.43134,416812740004.51776,438008220395.46765,447049523049.8079,417479337444.7068,431586852369.68555,473861980070.98126,580070360701.9596,658380081545.1754,685348181515.953,733955269898.8225,848558887541.1792,951869997864.0623,871518638049.2181,847380859016.6683,905270626332.6866,838923319919.5315,877172824534.5123,892167986713.7224,765572770634.3746,784060430240.0797,833869641687.0603,914043438179.6072,910194347568.626,913865395789.8857,
180,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598.157023,5632460936.545755,6066976682.673636,6510239502.764891,7159202706.4802685,8058681060.159001,8696460205.339703,9514496703.397615,10159934136.783834,11063065083.488796,12814123115.261309,14583114840.062925,17358610849.70098,22534253702.86864,27145693810.134125,32877805200.02296,35942270686.337395,41508030431.10735,46523091009.671326,53132244623.92133,64439382896.01556,63596654760.867676,62647195537.65107,61627240831.09479,62057955032.77583,65416879914.390724,78693253275.99496,94230055658.62709,101900260856.22218,102633789557.53494,119791683307.50676,121872464483.48734,130838040067.58388,120579072750.59557,127131461119.92746,152029612324.78848,163520109150.67136,161356631888.4836,154163364302.66,162284465073.34085,171247131268.60416,173972218824.0266,195524186477.6172,228858506821.84122,264511630666.98315,308884284051.22235,345581369965.5404,400937100158.65704,462250000000.0,386190385318.7666,428757038466.84106,498283438454.2811,509506317146.54065,522761531914.8936,498410050251.256,385801550067.1694,368827142857.1428,398393955268.99036,436999692591.45404,404941363636.3636,362198318435.2599,
