,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
63,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723593384.780539,2434727329.808997,2001428328.3709059,2702960118.288064,2909292864.232039,3136258896.923295,3039834558.749063,3370843065.767353,3852115816.9775777,4257218772.153693,4863487492.657633,5077222366.974718,6766766610.869323,8707847924.29022,13210029612.265888,15557934268.49648,17728347374.993996,20971901273.270958,26364491313.447136,33243422157.631123,42346380830.770836,44348672667.87154,45207088715.64827,48801369800.36752,53698278905.96781,57937868670.193726,63692238160.04934,66746396416.27317,59089067187.39434,55634414465.21042,62048562947.25091,45715614559.70638,48003078388.540085,49945599428.581215,42543178042.41482,41764315330.436584,46941582519.46615,48177612042.15065,48187747528.89903,48640653469.302536,54790392746.193855,54744712814.86758,56760355865.00824,67863828412.68816,85332581188.6107,103198223709.43947,117027307540.88972,134977082623.7798,171000699876.74734,137211035770.03444,161207270185.2499,200013052199.1996,209058991952.12546,209755003250.664,213810024944.46445,165979279263.1744,160034163871.45465,170097014589.1343,174910878623.04855,171767403748.19025,145009181490.61975,
64,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,81340099379.71051,71608358396.30896,65391067390.12477,70837966442.38403,81755910515.77917,95172561307.70212,104068674431.76627,100998263728.95851,102270348369.96231,114786129692.1453,127476519502.00357,137053140340.84935,155432761479.29443,195567870604.1262,221235501881.85486,248644284100.0097,252670444876.0517,291627146287.1137,282799101749.96014,327606867403.4804,378093551183.64624,403616130212.32306,423755699131.6754,443910723456.59357,480980143651.3485,526413311540.01855,525114962054.0054,519023234516.3049,575577506650.0232,622474292335.7012,667307249618.4471,723780907945.1642,811199625430.637,890446301551.6833,1071505108056.3094,1322018718613.9631,1518341524020.314,1571916447773.5564,1431662843403.8286,1575562939988.4246,1734536872706.2036,1847324060835.9849,2044199309801.8577,2311612372062.787,2682207439966.2715,3106708470161.019,3740559720736.218,4727620979998.294,5978667657303.159,6484362732587.079,7857940027950.883,9608210463135.21,10719126410778.098,11828349008693.57,12751243799677.57,13281198366371.252,13560237634379.482,14819322198962.2,16574964993617.633,17135404533968.404,17448894596355.719,
65,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,156737903316.32166,157588411472.04123,162344838837.1246,172190903979.9861,197295690712.4359,213680574827.8107,210841516283.0468,221486641962.18845,239947913961.80667,267750737415.6565,283065045863.4573,306376547310.8875,335246972316.92065,428475693186.7887,600191197418.6754,645245164551.0052,705466002004.5336,788516055142.534,875751754456.5924,1065189862421.5177,1325421578258.07,1480437160086.3613,1408589019993.9497,1417558866196.8596,1407909514742.3113,1449006284698.9055,1460959332503.811,1469687400881.8538,1542547609507.104,1572306342669.8708,1845523232514.8289,1951006108708.737,2145617414605.0708,2371814737902.082,2493618553030.4316,2556648475181.2837,2787832726263.1333,2980538582296.7227,2938537132387.866,3108675311213.012,3382436586903.5625,3352802437861.733,3259894122882.2,3628140043820.0635,4224829160907.6426,4927043741929.116,5629128305842.122,6666488515472.582,7520370165607.462,7259977912770.567,8800252056399.508,9651875269406.52,10096217079186.56,10250908279248.502,10603415111974.959,10082377974481.863,10307820454608.613,11137608724945.889,11214753522578.252,11527336323652.576,10668243564848.344,
66,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,154611689864.7135,155148067728.83292,158364167379.20102,176703755825.37723,202683913715.2873,225588311251.13885,252070316893.77588,273143444773.19455,301161372620.43976,346811617422.1595,408839646758.6635,453663314135.58856,562932105713.4347,741790532698.3828,854593205437.2606,935707011210.152,1028731493697.5746,1225841554500.987,1546600931250.7695,1679780956038.644,1815777516203.9414,2001691421990.5383,1962147974514.2922,2087707953522.3115,2235771025121.973,2359175049682.8906,3082126024529.2188,3618985808121.69,4354130148209.553,4535313537910.389,4737213308555.521,5348198198121.564,5843750214048.095,6535376655975.242,7402573595398.841,8405617990769.652,8099458906470.874,7743007591378.924,6928329072109.033,7738788543320.387,8373287271723.115,7787149556000.594,7909721655131.027,8696413712335.966,9753663765457.041,10406202861323.805,11028221541743.113,12321997172424.682,14206712231024.102,14619547692343.475,17032318785636.455,19751941337663.17,21131779106451.41,21367649737240.992,22038396030947.83,21951401205501.836,22720684963608.277,24268504216073.008,26416317598842.316,26981455514224.523,27097404937164.8,
67,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894775097949.9774,868691706174.1583,923173916235.4745,889977909198.7655,823302318498.1935,810776428547.3563,703973062836.4521,759109077049.0807,766261554764.3943,796908193958.004,747202841252.3148,627736180274.3273,700113722452.849,695453936277.001,796768760608.0872,1005018571080.9615,1330990821497.1372,1688052433767.3337,2072082476656.006,2684050466039.5137,3324689396543.74,2611896303152.076,3119371993286.6597,3853333483348.1587,4085332511672.5737,4341022815353.3145,4045786134160.9272,3099131447149.2725,2965857286860.6416,3329876408661.5483,3423986143967.4355,3493926388854.033,3222403620453.326,
68,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,738711333369.9148,795545724099.978,832191104834.9496,920457976134.7794,1018187028603.4128,1148283676130.1458,1375898122269.597,1747593346660.9722,1974703404644.2534,2306880651317.3184,2397989762078.8203,2717636666598.854,3316860256640.694,4057565842353.9434,4595834580816.598,4090377587505.9087,3941775481504.1084,3823947028289.293,3675336086001.3193,3803444581486.4966,5191389441728.905,6414943524355.698,7140628901758.976,7235852590773.582,8852350723531.912,9133119083129.014,9801285880300.72,9002904304359.11,9413179253451.98,10871927904279.266,11096324412695.016,10521049961114.168,10794668266035.426,10674793427177.002,10062634892297.492,10162993205458.984,11133516652901.004,13537472174418.428,15776854223365.656,16784461035979.46,18178420205657.297,21245674762565.56,23375348037056.312,20561134999202.688,21025774332076.332,23314064448118.254,22462297453906.805,23481172810595.145,23811829255120.69,20513281111787.566,20453662265046.363,21680093093217.754,23223983037570.36,22934004820241.59,22121578723066.83,
69,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069465326.4188159,1753850416.7082589,1518208221.2305195,1824344492.0716863,2244146867.901948,2387048255.4517336,2429309513.8085394,2553596091.822576,2582180794.185501,3112166848.300401,2862504169.998931,2754220263.025284,3185987234.8408933,3891755551.9413786,6599259420.996049,7731677256.809825,9091924304.834766,11026346589.501144,11922502170.640518,14175166007.577393,17881514682.878384,21810767209.369484,19929853574.609524,17152483214.353632,16912515183.278257,17149094589.982655,15314143988.062119,13945431882.227064,13051886552.337729,13890828707.6493,15239278100.350185,16988535267.633818,18094238119.05953,18938717358.67934,22708673336.66833,24432884442.221107,25226393196.598297,28162053026.513256,27981896948.474236,19645272636.318157,18327764882.44122,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726331000.0,99290381000.0,99937696000.0,104295862000.0,107562008000.0,108108009000.0,98808010000.0,
70,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540.41066,5278005611.914526,5605484298.982751,5932242990.654205,6524455205.811138,8042200452.147701,8609283346.085182,9299638055.842813,10098534613.441132,9228963224.600042,11632178868.917141,13315988083.416088,14400806875.986668,14811704063.068527,18020571428.57143,21669908177.06639,22136081081.08108,27655172413.793102,30966239813.736904,33971188991.614704,39053502251.07319,41253507951.35641,40455616653.574234,34980124929.01761,39756299049.97935,42978914311.35038,37387836490.52842,41855986519.42346,46578631452.58103,51897983392.64532,60159245060.45414,67629716981.13208,78436578171.09145,84828807556.08029,90710704806.84164,99838543960.07632,96684636118.59839,85146067415.73033,80288461538.46153,78782467532.46753,89600665557.40433,107426086956.52174,130437828371.27846,162818181818.18182,189147005444.64612,218983666061.706,235989672977.6248,279116666666.6667,288434108527.1318,305595408895.26544,329366576819.407,332441717791.411,235733695652.1739,249712999437.2538,303080865603.64465,365252651278.8521,
71,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,244832935017.62885,268965157140.85046,298819018812.33636,335341706018.75726,373024086802.0299,407740494856.1397,444882672260.90894,483418521497.10187,518991584973.929,579332792192.9316,642618088368.8209,728350554974.3094,879866290916.1951,1142236590690.3843,1295369699850.0225,1501998418268.038,1567495504827.9436,1782977995170.692,2183343538754.2417,2644833360482.9937,2962180543669.064,2574374750648.2227,2492494872148.426,2431610581355.9062,2332402739282.44,2396184424241.68,3362906739591.318,4159430693750.935,4574520626626.701,4672688524983.163,5880686952499.882,6114121761315.688,6745616975554.077,6172470672291.457,6515616661978.123,7515711917825.139,7604595626511.766,6952260676501.126,7149267346201.274,7116178840772.457,6495501325035.754,6596320042271.132,7199933607653.366,8862289873787.832,10160380132231.658,10523534336457.102,11184044963016.986,12879111927841.307,14158257823461.137,12938506901373.219,12641279097270.084,13637358251246.555,12638199928858.125,13195371020219.682,13508854391651.793,11674422820798.633,11972574039348.455,12677466134397.658,13698895874464.105,13413568065812.486,13021049031268.67,
72,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6483756,467872714.7556032,531688311.6883117,578015625.0,693535954.1900672,686490090.1401408,745526154.9328299,688921325.7120428,706370815.5844156,752368495.5126221,729321366.6518606,870247703.1827582,1109054005.43971,1098425900.7411551,1211161879.6747968,1317974491.0569105,1380188800.0,1856695551.2195122,1589515447.1544716,2065001626.0162601,,,,,,,,,,
73,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075.39704,13834300571.484875,16138545209.245983,19074913947.71964,21343844643.73407,24756958694.92382,28721062242.163357,31647119228.19819,31475548481.409546,36038711599.540985,40992995008.319466,46619420359.28144,59132415221.330574,78639525985.15134,97274006345.5437,114777046376.8116,118507184779.90549,132449277108.43373,160599687500.0,214601955875.06198,232766822928.75375,202807891511.98416,195996754505.5278,170951185614.84918,172102910370.5237,180793463796.47748,251321075204.94238,318747935588.1957,376160409941.43695,414757056921.9958,536558591250.4081,577166174539.6317,630916018202.5029,525075636030.8537,530562634455.3471,614609020549.7732,642588992512.807,590077272727.2727,619214834614.0995,634907542858.3025,598363313494.9032,627830029412.2054,708756677088.6287,907491523174.1157,1069055675273.7479,1153715822717.5093,1260398977831.763,1474002579820.0046,1631863493552.3433,1491472923706.6396,1422108199783.3362,1480710495710.1196,1324744314781.6409,1355142585077.651,1371222712535.6814,1195599995808.593,1232912963206.2288,1312539279462.3552,1420994142512.1558,1393046093137.2527,1281484640043.5833,
74,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889.063729,4786018988.16491,5154420649.233543,5674080542.885749,5756912265.758092,5686579747.535244,6254649538.984872,7367975887.727229,9874013098.464317,12145911801.242235,14106790200.223852,17022870405.218918,22449129482.617027,24341678628.973194,19633031397.610447,19523477325.623463,23213994093.46308,23019150071.186726,25115753366.111443,26634083965.09873,22890762090.15077,24072829276.77438,26924385103.06593,30489500904.85645,31045591753.490147,30650285471.721485,
75,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188.405798,7707678019.323672,8567890821.25604,8096302367.149759,9480840483.091787,9848600869.565218,10527338647.342997,10908935748.79227,11476584879.227055,12175166763.285025,13463868357.487925,10492993077.609276,8830712713.907812,6927950564.556568,7663984567.901235,8547939730.623744,8589211390.496122,7818224905.550713,7700833482.00615,8242392103.6806135,8231326016.474939,7850809498.168027,8623691300.040789,10131187261.442078,12401139453.973831,15280861834.602404,19707616772.799637,27066912635.222847,32437389116.038006,29933790334.34179,31952763089.330025,43310721414.08288,47648211133.218285,55612228233.51787,64589334978.80132,74296618481.08823,81770791970.98204,84269348327.34543,95912590628.14124,107645054311.87555,
76,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,725931117202.6803,820813003647.7365,990428711523.7565,1282020509407.6138,1451750057862.3455,1690875090425.366,1770054233927.195,2004900497340.8574,2442696478420.5205,2952838432090.341,3303181850263.8936,2879984188262.2,2777376665977.435,2702069500746.2124,2603395491959.083,2677660947369.088,3744041974466.611,4631250656846.372,5084288198655.59,5193668896729.199,6498471911158.62,6736015994578.515,7406290275006.518,6761114918561.712,7161872216278.512,8296026012678.735,8431518032299.257,7733761443399.131,7969786047468.6,7925751140105.293,7276100425846.392,7393822815819.075,8083838310847.305,9931880091381.268,11419026235917.213,11910846593666.303,12713924308246.957,14728760786208.938,16297628240370.56,14763782458925.06,14557639624574.1,15759494356498.16,14636200267663.121,15299732275660.32,15652098620138.47,13551929359932.777,13893261055687.416,14765989309258.477,15978209845137.492,15689357247344.51,15291934754441.568,
77,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,39863693120.500305,44446079179.35927,54246662414.49852,55026049504.3682,62969871545.05805,77193942702.16219,114728813130.11272,128805519208.37048,151628862322.5536,166860314941.82697,183743998690.39832,232120928976.98938,288549097155.13226,404004663722.15674,388019452915.3362,329970476217.2092,297454017761.65955,309653341809.3429,302042985802.83344,313916527192.54626,311502447651.4626,291389212580.2215,451158347880.2375,271520142992.17743,274235506094.15192,262599346083.71906,263751218548.37018,317315067349.2829,334174928839.46533,379242420925.6365,384222360385.65247,427551601792.19495,501197343286.41925,493643444205.06824,480157690082.74,497905472343.0372,626602911992.3905,785463504942.6034,968116805431.2667,1181892649734.5066,1508649404792.376,1439293754643.149,1689111118050.4148,1539477359425.4055,1738127377791.986,1806534337271.9915,1958696313708.414,1560339195776.8022,1407794580336.8425,1440153462302.1655,1572829705560.6064,1661765815317.449,1508644836830.9097,
78,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102195.527708,5921659485.032839,6340580854.390729,6885920328.661869,7766655085.78588,8589340019.029848,9208524504.876842,9368954010.313196,8823033880.329931,10070766720.50114,11357516987.542469,12527405512.92981,14743186119.873817,19472363466.62517,24848821490.467937,29472623242.282204,31849513771.349438,33499799321.233585,36256160288.80866,44465255686.154785,53645202422.696846,52448332874.06999,52797582336.252625,50973526900.085396,52888800949.74278,55875863392.17191,73531550551.25499,91594751792.2359,109058990760.48329,119012054870.44478,141438345513.91696,127773856785.76678,112532519246.08443,89214114708.0254,103299943084.80365,134189814814.8148,132129174216.92986,126912152101.70656,134038718291.05473,135264083658.68756,126019543413.3336,129533107311.81119,140404460203.1375,171652458349.4114,197479443979.1511,204885494686.38123,217089269791.7644,256378067752.15768,285716311136.7187,253497520828.51544,249424310816.66714,275604356167.31573,258290060227.73444,271362405890.589,274862826772.15588,234534382384.7655,240771351298.83328,255647979916.47104,275715087494.90173,268508200125.48978,269594831987.54938,
79,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.11308399,116987784.91373882,122906434.95781387,129454728.62359904,140032741.46832892,147084750.0314822,150603925.51585305,162625885.8634838,166952937.13500515,182182067.70356816,219878482.17356414,247749327.7212674,316650508.967523,425963359.3553261,558589870.9036742,684268280.8127509,694552411.718837,719533137.1266623,829239489.8441191,1019743927.2466196,1202567359.413203,1235665808.5654106,1194122694.122694,1123107276.3028517,1177997413.6338444,1141123439.667129,1290228616.8240798,1177908191.976847,1109976927.9172204,1182686577.2264545,1337024782.227024,1383843860.124695,1532401862.9407852,1636074717.862239,1825763267.5363705,1970347720.9699209,2128696643.6257393,2090184941.4698346,1653160861.6871352,1936484565.3939886,1678239218.2655265,1652464201.0014932,1833279985.367415,2300453634.349615,2708078476.630121,2980484920.165582,3076305452.8650646,3378314599.764019,3523185919.558261,2870624635.6803193,3140508835.9484963,3774530615.659157,3972012570.5346665,4190143206.2561097,4856963229.839992,4682546863.081617,4930204229.722633,5353404422.081378,5581371847.616412,5496264766.372848,4533883782.27458,
80,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478000.88224,67461644222.03518,75607529809.92879,84759195105.86928,94007851047.36778,101537248148.42683,110045852177.92784,118972977486.2066,129785441507.45569,141903068680.3094,148456359985.82733,165966615366.40228,203494148244.47333,264429876252.2098,285552373158.75616,360832186018.05115,372319038514.0672,410279486493.7149,506707848837.20935,613953129818.0697,701288419745.4207,615552202776.1013,584877732308.6136,559869179791.7205,530683779929.4453,553138414367.0609,771470783218.1078,934173305685.9108,1018847043277.1721,1025211803413.5308,1269179616913.625,1269276828275.782,1401465923172.2427,1322815612694.0005,1393982750472.5898,1601094756209.7515,1605675086549.5576,1452884917959.0918,1503108739159.4397,1493151737698.459,1365639660792.1597,1377657339291.3403,1501409382971.3752,1844544792036.859,2119633181634.3684,2196945232435.7966,2320536221304.7026,2660591246211.7734,2930303780828.1245,2700887366932.0293,2645187882116.672,2865157541994.169,2683671716967.188,2811876903329.0273,2855964488590.186,2439188643162.4985,2472964344587.1655,2595151045197.6514,2790956878746.6646,2728870246705.878,2630317731455.2603,
81,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107882640.878701,1120280381.8697858,1058702725.4394972,1147654635.4592204,1262669892.4594982,1494011567.0112484,1688237552.3693478,1727792692.8913271,1984445416.0220623,2290133548.873009,2432415998.1169457,2268387770.710142,2320424601.2695365,2490807830.5735097,2366301251.618472,2627049837.0813527,2850743875.2783966,2518096285.6166115,2738832687.1369786,2899226097.623771,3051341335.951604,3126293219.77989,,
82,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000.0,,,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787199.99999997,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,332265200.0,366666800.0,401932300.0,408057100.0,410083600.0,
83,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468978.37681097,167637908.48980328,182796536.49991694,154480244.24682802,215679855.27255332,226474285.58711562,245849781.71594253,271543680.2792645,294468564.53431064,318124701.04899293,323802475.4810294,381687073.05860245,430508357.724,722780701.1233383,1544216003.984248,2157592936.6073127,3009409970.9046283,2809349074.177109,2389479269.18832,3030251116.3596597,4279637933.851357,3862269126.926806,3618007844.4490843,3391275731.318586,3561451562.2357564,3339914759.372745,3403638193.579053,3281797038.6656594,3834503378.354971,4186411457.456942,5952293765.844685,5402919956.93831,5592390848.526475,4378645081.017691,4190819314.029582,4958845906.347692,5694040336.825709,5326816858.995863,4483417119.839281,4662992036.207296,5080483463.999279,5023265365.251694,5335451307.543232,6511903657.440093,7770219479.726476,9582783318.388098,10327598800.67133,12455410055.748268,15571349775.784754,12113699660.679907,14372591916.47923,18210308748.29124,17170465294.033195,17595745653.367607,18203968001.89081,14383107714.038813,14023890620.338385,14929488770.731483,16867325126.54234,16874405839.794783,15316826191.568245,
84,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692.10281,77741965703.35442,81247564156.8246,86561961812.32494,94407558351.16156,101824755078.99106,108572752102.0447,113116888210.78702,107759910067.88947,116464702803.21764,130671946244.30045,148113896325.13995,169965034965.03497,192537971582.55756,206131369798.97147,241756637168.14157,232614555256.0647,263066457352.17163,335883029721.95593,438994070309.19104,564947710899.3726,540765675241.1576,515048916841.3696,489618008185.53894,461487097632.349,489285164271.04724,601452653180.8854,745162608269.3251,910122732123.7993,926884816753.9268,1093169389204.5454,1142797178130.5115,1179659529659.5298,1061388722255.549,1140489745944.2915,1346422597443.5852,1421514820592.8237,1559569417157.8257,1653391851606.4922,1685762821549.9111,1662127402027.538,1643908161796.459,1784076738609.1125,2057093877551.0203,2421814353716.5874,2544829090909.091,2717059797608.0957,3106182472989.1953,2938882352941.1763,2425798410967.4404,2491110093454.1836,2674891473843.81,2719158341005.7896,2803291406029.928,3087165602962.8564,2956573778737.7554,2722851958486.225,2699016715111.3936,2900791442554.064,2878673912414.439,2759804061837.0723,
85,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501867.760946,6357615894.039736,3690328963.640861,2701181331.308162,2513870586.733439,2693731865.970364,3094935186.7689576,3510520231.2138724,3613498174.5470066,2800026339.126168,3057475288.781048,3219488663.7723107,3395728013.845243,3991284895.3721395,5125365191.986644,6410823633.254262,7745394293.41721,10172882370.547739,12795076469.009928,10766836276.563902,12243505582.674072,15107441446.783278,16488403076.364077,17189551520.981125,17627003454.72051,14953950557.44062,15141758566.78075,16242916915.720263,17599700090.762005,17477255562.25826,15846489610.807333,
86,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230038.2678075,1302674264.1991496,1382515590.06942,1540797516.794693,1731296118.8711278,2053462872.3827455,2126300573.1766763,1747187539.2071671,1666910166.2889972,1962051319.261343,2215029450.380497,2417107708.2531657,2112292944.6414168,2465492957.7464786,2894409937.8881984,2810106382.9787235,2765254237.2881355,3189428571.428571,3662478184.991274,4020227920.22792,4445228215.767634,4222441614.9743247,4035994397.759104,4057275042.829034,4412279843.444227,4504342149.43471,5727602644.714723,5074829931.972789,5197840979.134165,5251764264.268021,5889174825.487001,6596546195.652174,6413901601.830664,5966255778.120185,5444560669.456067,6465137614.678899,6934984709.480122,6891308593.75,7480968858.131488,7719354838.709678,4983024408.148284,5314909953.929917,6166330136.294801,7632406552.838025,8881368538.07671,10744675209.898365,20440893017.156593,24827844949.60326,28678701891.095695,26048108185.05338,32197272797.202797,39337314809.94344,41270954737.24588,62823043706.47017,54782847752.53746,49406568432.67108,56165172898.86951,60406382898.5174,67299280679.56295,68337537815.77031,68532281805.67221,
87,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186720.7473328,2041538039.577267,2384295982.38433,2432029433.826793,2666750685.8494983,3015058138.925615,3284620543.2298155,3279096606.2135844,3383092827.586602,3693710532.911914,3868968301.918514,3783700461.643594,3588375476.762483,3461282543.1257706,2995361140.6321673,2829435956.5156293,2950198648.9519057,3446441698.007382,3635458132.6531696,2937071767.255756,4220019242.74824,6281917655.902492,6964179193.844176,6716904568.764815,6853467857.611266,6785137172.770576,7638045254.428644,8376613843.272655,8778473614.547276,8794202443.67366,8595955581.21787,10324668266.592081,11857030336.525229,13513809258.213083,15681050917.156292,
89,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212353.69882959,46695363.15588732,41160658.57053713,45168722.6995632,52296836.749387994,55728608.97498296,59161544.99575276,75187969.92481203,95797533.46192062,115182522.1238938,112189468.48182595,138094243.34932402,171836793.40269452,207114382.54607072,241080708.8901801,218764445.78434327,216051495.95981658,213446562.57106042,177338801.9307497,225724851.69110662,185646209.38628158,220626484.2248106,266673126.22980145,284119692.49432987,317083373.52455896,690314321.3749986,714255460.5033894,755042548.0558238,746491692.5838569,785996982.4921681,848237108.5616298,803630742.53446,840285264.6315453,814723460.0837202,782915402.4210955,687408804.6305268,578236035.1042786,487038821.61195916,961900106.8927509,1027702254.3866403,1054113426.709471,1279704744.827808,1561763437.0324976,1450140385.9722867,1543292392.5460517,1409694553.9093392,1415006238.0950897,1375608956.1038556,1229460601.9217408,1378176868.315681,1484579844.3714335,1504909753.2874622,1670670668.593905,1812529104.619226,1868086274.8219962,
90,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.8411852,78540057.13724715,87702828.56516409,89374237.2881356,98775328.94736843,108985740.155434,112386489.00567651,114971207.20538434,122666858.78962538,118537875.13304359,110653830.72270396,154731969.6969697,165523634.5037176,163577538.32631403,138478900.62860888,143856253.12724775,130225018.75115098,173836362.01067728,164458120.31417578,213143016.44331634,243961995.50978482,257150374.06971148,226313443.74908602,236880821.6563877,235620043.5009272,253966922.27819756,270419779.41810745,268550998.2191974,206457544.49770302,224446663.80054802,371095510.04776067,392621385.89457613,417806667.07797974,477458598.71073747,532062927.3824379,587029054.4446517,592365688.0520403,696910810.9186629,868154708.5201794,830126469.9866083,849878424.2259864,1099818651.981141,989271229.6371624,1046087417.969158,1054915645.1965369,1048229629.4203922,1179004941.2290401,1350177127.552304,1504630120.992751,1439638443.3813329,1431758242.9037538,
91,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453183454,10840095.12836493,12712471.396021094,64748333.333333336,69110000.0,72317446.93271928,67514285.71428572,67225714.28571428,66331428.571428575,64946954.756798,65429198.23870797,81203226.91383454,94159862.70736909,104295643.38843696,103653049.9379699,103987520.07582739,,,50642880.77375034,36731422.84569138,44294647.73347897,44442456.947639965,50320914.4065688,62118564.849542476,76407396.7552964,93345847.72703224,100534663.29492673,88265974.58436035,112119406.5483309,110906032.07507509,134707184.35554105,136047896.15577763,100807001.81392556,141853368.25681502,232463036.4357591,442337849.4743771,370687618.7173257,621117885.6685027,1045998496.4387157,1461139022.0295386,1806742742.2731116,2484745935.093289,4410764338.667325,8217369092.652237,10086528698.86043,13071718758.737305,19749893536.320362,15027795173.218706,16314443428.940796,21357343681.89659,22388344123.99161,21948834290.353775,21765453087.479534,13185496881.405462,11240808846.692804,12200913887.641876,13097012189.399487,11417278044.985857,10021856754.494387,
92,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186016.839422,4961400439.317218,5213047711.427045,5895278024.092021,6669673257.118299,7689154053.358663,8591517943.60129,9275600800.356443,10090675902.536438,11615657031.238716,13139863636.363638,14591750000.0,16885511363.636364,22347848101.265823,25351306818.18182,28525876726.88629,31152835820.895523,36176234967.622574,44270204081.63265,54481876724.931,56829664268.58514,52346506765.06765,54617989795.918365,49428873839.009285,48020024183.79686,47820851221.31754,56379593476.14411,65652750377.45345,76261277924.57362,79169043222.82837,97891092003.43938,105143232379.88408,116224672863.78262,108809059155.76695,116601801966.29214,136878365936.1671,145861612400.906,143157600149.75665,144428172489.33472,142588875293.74857,130457756628.43636,136309295225.33954,154564203586.954,202370140236.26508,240963562236.12726,247875422204.41388,273546728473.07257,318902829550.73315,355908689477.44525,331308500253.2744,297124961971.50055,282995942006.557,242029307133.40787,238907690051.1301,235458133124.6078,195683527003.3745,193148146586.93277,199844406013.53094,212049447242.1112,205144152830.84674,188835201625.91025,
